Net,P1Score,P2Score
-712,7250,7962
-712,7250,7962
-712,7250,7962
-662,7300,7962
-562,7400,7962
-538,7525,8062
-512,7650,8162
-338,7825,8162
-338,8025,8362
-512,8150,8662
-488,8375,8862
-562,8600,9162
-412,8750,9162
-438,8825,9262
-638,8825,9462
-738,8825,9562
-838,8825,9662
-838,8825,9662
-588,9175,9762
-538,9525,10062
-188,9875,10062
62,10225,10162
562,10925,10362
1262,11625,10362
2312,12675,10362
3012,13375,10362
3362,13725,10362
3012,13725,10712
3262,14075,10812
3262,14075,10812
3700,14512,10812
3950,14862,10912
4300,15212,10912
