Net,P1Score,P2Score
4988,11438,6450
4988,11438,6450
4988,11438,6450
4988,11438,6450
5038,11488,6450
5138,11588,6450
5488,11938,6450
5400,12288,6888
5112,12438,7325
5912,13238,7325
6562,13888,7325
6725,14188,7462
7025,14488,7462
6725,14538,7812
6250,14638,8388
5875,14838,8962
5938,15038,9100
5900,15138,9238
6150,15388,9238
5850,15438,9588
5900,15488,9588
5962,15688,9725
5925,15788,9862
5350,15838,10488
5450,15938,10488
5375,16138,10762
5575,16338,10762
5575,16688,11112
5575,16688,11112
5688,16938,11250
5688,16938,11250
5375,17038,11662
5200,17138,11938
5400,17338,11938
5412,17488,12075
5562,17638,12075
5612,17688,12075
5362,17788,12425
5412,17838,12425
5462,17888,12425
