Net,P1Score,P2Score
375,9100,8725
375,9100,8725
375,9100,8725
350,9100,8750
300,9100,8800
200,9100,8900
150,9225,9075
275,9375,9100
275,9525,9250
150,9725,9575
150,9850,9700
125,10075,9950
-75,10225,10300
0,10325,10325
-175,10425,10600
138,10938,10800
188,11088,10900
50,11250,11200
212,11412,11200
162,11462,11300
-275,11562,11838
-850,11862,12712
-1262,11888,13150
-1225,12025,13250
-1725,12162,13888
-2438,12325,14762
-2875,12325,15200
-3612,12900,16512
-3612,12900,16512
-4050,12900,16950
-4050,12900,16950
-4925,12900,17825
