Net,P1Score,P2Score
-5612,6175,11788
-5612,6175,11788
-5612,6175,11788
-5612,6175,11788
-5612,6175,11788
-5562,6225,11788
-5962,6225,12188
-6162,6225,12388
-6225,6362,12588
-6288,6500,12788
-6550,6638,13188
-6338,7050,13388
-6125,7462,13588
-6325,7462,13788
-6425,7462,13888
-6625,7462,14088
-6725,7462,14188
-7025,7462,14488
-7425,7462,14888
-7525,7462,14988
-7925,7462,15388
-8562,7462,16025
-8762,7462,16225
-9162,7462,16625
-9262,7462,16725
-9662,7462,17125
-9762,7462,17225
-9862,7462,17325
-10062,7462,17525
-10500,7462,17962
