Net,P1Score,P2Score
1362,8275,6912
1362,8275,6912
1225,8275,7050
1088,8275,7188
125,8275,8150
588,9150,8562
388,9150,8762
-212,9150,9362
-1012,9150,10162
-762,9600,10362
-862,9900,10762
-1462,9900,11362
-1800,9900,11700
-1700,10000,11700
-1500,10538,12038
-1600,10638,12238
-1400,11175,12575
-2000,11175,13175
-2438,11275,13712
-2238,11475,13712
-2138,11575,13712
-1600,12112,13712
-1300,12550,13850
-1300,12550,13850
-1000,12988,13988
-1000,12988,13988
-762,13425,14188
-962,13425,14388
-962,13425,14388
-525,13862,14388
-88,14300,14388
12,14400,14388
450,14838,14388
800,15188,14388
