Net,P1Score,P2Score
1362,9862,8500
1362,9862,8500
1362,9862,8500
1362,9862,8500
1162,9862,8700
1062,9862,8800
1500,10300,8800
1400,10300,8900
1400,10300,8900
2175,11175,9000
2512,11612,9100
2888,12188,9300
3325,12625,9300
4138,13638,9500
5012,14512,9500
5262,14862,9600
5600,15300,9700
5600,15300,9700
5600,15300,9700
6038,15738,9700
6038,15738,9700
6475,16175,9700
6475,16175,9700
6475,16175,9700
6475,16175,9700
6475,16175,9700
6912,16612,9700
6912,16612,9700
6912,16612,9700
7350,17050,9700
7350,17050,9700
7788,17488,9700
7788,17488,9700
7788,17488,9700
7588,17488,9900
7588,17488,9900
8025,17925,9900
8362,18362,10000
