Net,P1Score,P2Score
2800,10100,7300
2800,10100,7300
2800,10100,7300
2850,10150,7300
2975,10275,7300
2975,10475,7500
3000,10700,7700
2850,10850,8000
2700,11100,8400
3000,11400,8400
2975,11675,8700
2250,11850,9600
2175,11975,9800
2350,12350,10000
2250,12650,10400
2250,13050,10800
2050,13250,11200
2388,13688,11300
2925,14325,11400
3700,15200,11500
4475,16075,11600
4475,16075,11600
4912,16512,11600
5350,16950,11600
5350,16950,11600
5350,16950,11600
5350,16950,11600
5350,16950,11600
5350,16950,11600
5350,16950,11600
5575,17175,11600
5575,17175,11600
5800,17400,11600
