Net,P1Score,P2Score
-1375,12238,13612
-1375,12238,13612
-1375,12238,13612
-1375,12238,13612
-1375,12238,13612
-2250,12238,14488
-1425,13062,14488
-600,13888,14488
125,14712,14588
688,15675,14988
1375,16362,14988
1900,17188,15288
2288,17875,15588
2775,18562,15788
3500,19388,15888
2938,19662,16725
3288,20212,16925
2925,20488,17562
2900,20762,17862
3425,21588,18162
3200,22000,18800
3138,22138,19000
3525,22825,19300
3125,22962,19838
3262,23100,19838
3162,23100,19938
2425,23238,20812
2462,23375,20912
1962,23512,21550
1862,23512,21650
1362,23650,22288
925,23650,22725
625,23788,23162
625,23788,23162
325,23925,23600
325,23925,23600
-212,23925,24138
-950,24062,25012
-950,24062,25012
-812,24200,25012
-912,24200,25112
-775,24338,25112
-875,24338,25212
-975,24338,25312
-975,24338,25312
-1075,24338,25412
-1075,24338,25412
-1512,24338,25850
