Net,P1Score,P2Score
1362,13162,11800
1362,13162,11800
1362,13162,11800
1362,13162,11800
1800,13600,11800
1700,13600,11900
1062,13600,12538
962,13600,12638
1012,13850,12838
812,13850,13038
950,14288,13338
1725,15162,13438
1425,15162,13738
1175,15212,14038
1000,15538,14538
162,15538,15375
100,15675,15575
-1450,15775,17225
-2138,15825,17962
-1925,16675,18600
-2712,16862,19575
-3688,16962,20650
-3588,17500,21088
-4062,17600,21662
-4200,17600,21800
-4238,17838,22075
-4600,17888,22488
-4962,17938,22900
-5325,18125,23450
-5875,18125,24000
-6238,18175,24412
-6375,18175,24550
-6650,18175,24825
-6788,18175,24962
