Net,P1Score,P2Score
50,9312,9262
50,9312,9262
50,9312,9262
50,9312,9262
50,9312,9262
50,9312,9262
488,9750,9262
662,10025,9362
600,10162,9562
775,10438,9662
2150,11812,9662
2150,11950,9800
2562,12362,9800
2838,12638,9800
3275,13350,10075
3825,14038,10212
4100,14450,10350
4650,15000,10350
4788,15275,10488
5338,15962,10625
5475,16375,10900
5612,16512,10900
5612,16650,11038
5612,16925,11312
5612,16925,11312
5750,17200,11450
5888,17475,11588
5750,17612,11862
5612,17612,12000
5888,17888,12000
6025,18025,12000
6162,18162,12000
6438,18438,12000
6438,18438,12000
6575,18575,12000
