Net,P1Score,P2Score
-2775,7125,9900
-2775,7125,9900
-2775,7125,9900
-2175,7725,9900
-475,9425,9900
1425,11325,9900
1475,11725,10250
1300,11725,10425
975,11925,10950
1175,12125,10950
1375,12325,10950
1675,12625,10950
1675,12825,11150
1875,13025,11150
1775,13025,11250
1338,13225,11888
1300,13325,12025
962,13325,12362
662,13425,12762
288,13525,13238
12,13725,13712
-400,13725,14125
-438,13825,14262
-612,13925,14538
-788,14125,14912
-825,14225,15050
-525,14525,15050
-700,14625,15325
-738,14725,15462
-925,14725,15650
-962,14825,15788
-1000,14925,15925
-1000,14925,15925
-1275,14925,16200
-1550,14925,16475
-1688,14925,16612
-2100,14925,17025
