Net,P1Score,P2Score
-1375,13862,15238
-1375,13862,15238
-1375,13862,15238
-1862,13862,15725
-2112,13862,15975
-2312,13862,16175
-2325,14300,16625
-2238,14738,16975
-3038,15175,18212
-2475,16488,18962
-1850,17362,19212
-1075,18238,19312
962,20325,19362
1200,20562,19362
2250,21712,19462
3125,22588,19462
3562,23025,19462
4500,24012,19512
4938,24450,19512
5212,24725,19512
5650,25162,19512
5650,25162,19512
5650,25162,19512
5650,25162,19512
5650,25162,19512
5650,25162,19512
5650,25162,19512
6525,26038,19512
6962,26475,19512
6962,26475,19512
6962,26475,19512
7400,26912,19512
7400,26912,19512
7400,26912,19512
7400,26912,19512
7838,27350,19512
8275,27788,19512
8275,27788,19512
8275,27788,19512
8275,27788,19512
8275,27788,19512
8275,27788,19512
8712,28225,19512
8712,28225,19512
8712,28225,19512
9150,28662,19512
9150,28662,19512
9588,29100,19512
