Net,P1Score,P2Score
1400,8462,7062
1400,8462,7062
1400,8462,7062
1400,8462,7062
1450,8512,7062
1450,8512,7062
1300,8562,7262
1150,8812,7662
1162,8962,7800
912,9112,8200
1012,9212,8200
862,9462,8600
712,9712,9000
588,9862,9275
700,10112,9412
-50,10312,10362
-588,10512,11100
-775,10662,11438
-812,10762,11575
-800,10912,11712
-1175,11012,12188
-1462,11262,12725
-1412,11512,12925
-1662,11662,13325
-1512,11812,13325
-1562,11962,13525
-1362,12162,13525
-1912,12212,14125
-2112,12212,14325
-1975,12350,14325
-1975,12350,14325
-1838,12488,14325
-1788,12538,14325
-1938,12588,14525
-2088,12638,14725
-2438,12688,15125
-2388,12738,15125
-2288,12838,15125
-2488,12838,15325
-2688,12838,15525
