Net,P1Score,P2Score
1350,12712,11362
1350,12712,11362
1350,12712,11362
1350,12712,11362
1450,12812,11362
1612,13112,11500
1775,13412,11638
1600,13512,11912
1862,13912,12050
1238,14112,12875
1400,14412,13012
1112,14812,13700
800,15112,14312
412,15412,15000
138,15512,15375
125,16012,15888
-188,16212,16400
-462,16412,16875
-812,16712,17525
-1088,16912,18000
-1400,17312,18712
-1875,17412,19288
-2388,17512,19900
-2700,17812,20512
-3112,17912,21025
-4038,18012,22050
-4625,18112,22738
-5175,18112,23288
-5725,18112,23838
-5962,18112,24075
