Net,P1Score,P2Score
1438,14488,13050
1438,14488,13050
1438,14488,13050
1638,14688,13050
1838,14888,13050
1500,14988,13488
1162,15088,13925
1362,15288,13925
1088,15888,14800
-562,15988,16550
-838,16588,17425
-1375,16588,17962
-1900,16988,18888
-2038,16988,19025
-2325,17188,19512
-2212,17788,20000
-2738,18188,20925
-3412,18388,21800
-4138,18588,22725
-4375,18788,23162
-5250,18788,24038
-5688,18788,24475
-7000,18788,25788
-7438,18788,26225
-8312,18788,27100
-8312,18788,27100
-8750,18788,27538
