Net,P1Score,P2Score
1362,9300,7938
1362,9300,7938
1362,9300,7938
1162,9300,8138
1088,9475,8388
1188,10175,8988
1438,10525,9088
1538,10625,9088
1438,10725,9288
1238,10725,9488
1038,10725,9688
1425,11262,9838
1625,11462,9838
1775,11662,9888
2550,12538,9988
2900,12938,10038
2550,13038,10488
2450,13138,10688
2738,13575,10838
3150,14088,10938
3150,14388,11238
3288,14625,11338
3600,15038,11438
3875,15312,11438
4050,15588,11538
4125,15862,11738
4488,16275,11788
4900,16688,11788
5312,17100,11788
5450,17238,11788
