Net,P1Score,P2Score
-1412,13688,15100
-1412,13688,15100
-1412,13688,15100
-1238,13862,15100
-2600,14388,16988
-5162,15288,20450
-4288,16162,20450
-3038,17412,20450
-2162,18288,20450
-1112,19338,20450
-412,20038,20450
812,21262,20450
1288,21788,20500
1625,22450,20825
2288,23112,20825
2275,23288,21012
2450,23562,21112
2675,23838,21162
2812,24112,21300
3175,24525,21350
3862,25212,21350
3675,25212,21538
4038,25625,21588
4588,26312,21725
4538,26312,21775
4950,26725,21775
4788,27000,22212
5562,27962,22400
5975,28375,22400
6250,28788,22538
