Net,P1Score,P2Score
1238,9625,8388
1238,9625,8388
1112,9625,8512
938,9625,8688
212,9625,9412
-450,10062,10512
-625,10062,10688
-600,10162,10762
-875,10762,11638
-238,11400,11638
-750,11600,12350
-888,11600,12488
-1038,12000,13038
-275,13038,13312
-412,13038,13450
-212,13675,13888
-350,13675,14025
-50,14112,14162
150,14312,14162
788,14950,14162
1088,15388,14300
1088,15388,14300
1088,15388,14300
1525,15825,14300
1962,16262,14300
1962,16262,14300
2400,16700,14300
2400,16700,14300
2838,17138,14300
2838,17138,14300
3275,17575,14300
3712,18012,14300
