Net,P1Score,P2Score
-1362,8762,10125
-1362,8762,10125
-1362,8762,10125
-1362,8762,10125
-1362,8762,10125
-1362,8762,10125
-1362,8762,10125
-1900,8762,10662
-1800,8862,10662
-1950,8862,10812
-2000,8862,10862
-1900,9062,10962
-2388,9262,11650
-2338,9562,11900
-2775,9762,12538
-2625,10062,12688
-3250,10462,13712
-3100,10662,13762
-2950,11062,14012
-3050,11062,14112
-3200,11062,14262
-3550,11200,14750
-3888,11300,15188
-4375,11300,15675
-5200,11400,16600
-5250,11400,16650
-5738,11400,17138
-6175,11400,17575
-7050,11400,18450
-7488,11400,18888
