Net,P1Score,P2Score
2475,12012,9538
2475,12012,9538
2475,12012,9538
2475,12012,9538
2338,12012,9675
1762,12062,10300
1500,12262,10762
1900,12712,10812
2250,13062,10812
2675,13588,10912
2738,14088,11350
1700,14412,12712
1900,14862,12962
1688,15138,13450
1500,15138,13638
1800,15488,13688
1838,16150,14312
2638,16950,14312
3050,17362,14312
3038,17538,14500
4200,18700,14500
5025,19525,14500
5562,20250,14688
5975,20662,14688
6288,20975,14688
6375,21112,14738
6375,21112,14738
6812,21550,14738
