Net,P1Score,P2Score
-3500,9638,13138
-3500,9638,13138
-3500,9638,13138
-3500,9638,13138
-3500,9638,13138
-3500,9638,13138
-3088,10050,13138
-2638,10600,13238
-2700,10875,13575
-2488,11425,13912
-1950,12662,14612
-1975,12938,14912
-1762,13350,15112
-1550,13762,15312
-725,14588,15312
350,15762,15412
662,16175,15512
1600,17412,15812
1888,18100,16212
2275,18788,16512
2112,18925,16812
2700,19612,16912
2812,20025,17212
3025,20438,17412
3200,20712,17512
3512,21125,17612
3925,21538,17612
4200,21812,17612
4238,21950,17712
4512,22225,17712
4925,22638,17712
5062,22775,17712
