Net,P1Score,P2Score
-1400,6688,8088
-1400,6688,8088
-1400,6688,8088
-1475,6688,8162
-2450,6688,9138
-3088,6825,9912
-3000,6962,9962
-3662,7375,11038
-3600,7512,11112
-3562,7650,11212
-2425,8862,11288
-1900,9438,11338
-1788,9575,11362
-1675,9712,11388
-1225,10288,11512
-350,11162,11512
-350,11162,11512
175,11788,11612
1050,12662,11612
1050,12662,11612
1462,13075,11612
1900,13512,11612
1938,13650,11712
2412,14225,11812
2550,14362,11812
2550,14362,11812
2825,14638,11812
2962,14775,11812
