Net,P1Score,P2Score
1475,13625,12150
1475,13625,12150
1475,13625,12150
1475,13625,12150
1575,13725,12150
1488,13775,12288
1500,13925,12425
1275,13975,12700
1338,14175,12838
1125,14375,13250
488,14425,13938
412,14625,14212
238,14725,14488
-200,14975,15175
-1112,15175,16288
-1288,15275,16562
-1362,15475,16838
-2038,15625,17662
-2262,15675,17938
-2662,15825,18488
-2700,15925,18625
-3100,16075,19175
-3650,16075,19725
-4188,16225,20412
-4500,16325,20825
-4850,16525,21375
-4988,16525,21512
-5525,16675,22200
-5462,16875,22338
-6050,16975,23025
-6550,17025,23575
-6775,17075,23850
-7412,17125,24538
-7825,17125,24950
-7862,17225,25088
-8275,17225,25500
-8550,17225,25775
