Net,P1Score,P2Score
-38,10938,10975
-38,10938,10975
-38,10938,10975
-438,10938,11375
-88,11288,11375
-88,11288,11375
-188,11288,11475
-188,11388,11575
-488,11388,11875
-550,11625,12175
-412,11962,12375
-275,12300,12575
-475,12300,12775
-262,13112,13375
-150,13625,13775
-38,14138,14175
238,14512,14275
550,15125,14575
925,15838,14912
1000,16112,15112
1588,16800,15212
2038,17350,15312
2250,17762,15512
2600,18312,15712
2875,18588,15712
2912,18725,15812
3088,19000,15912
3125,19138,16012
2925,19138,16212
3138,19550,16412
3412,19825,16412
3450,19962,16512
4000,20512,16512
