Net,P1Score,P2Score
-1838,7212,9050
-1838,7212,9050
-1838,7212,9050
-1838,7212,9050
-1838,7212,9050
-1400,7650,9050
-1400,7650,9050
-1538,7650,9188
-1812,7650,9462
-2088,7650,9738
-2562,7650,10212
-2125,8088,10212
-2712,8188,10900
-2550,8625,11175
-3100,8625,11725
-3075,9062,12138
-2912,9500,12412
-2750,9938,12688
-3300,9938,13238
-3438,9938,13375
-3962,10375,14338
-3800,10812,14612
-4212,10812,15025
-4625,10812,15438
-4900,10812,15712
-5312,10812,16125
-5450,10812,16262
