Net,P1Score,P2Score
-2912,11662,14575
-2912,11662,14575
-2912,11662,14575
-2912,11662,14575
-2912,11662,14575
-2912,11662,14575
-2562,12012,14575
-2425,12150,14575
-2288,12288,14575
-2588,12288,14875
-2688,12288,14975
-3038,12288,15325
-2962,12562,15525
-3162,12562,15725
-3050,12912,15962
-2325,13788,16112
-1062,15375,16438
-675,16000,16675
-425,16488,16912
-12,17275,17288
675,18250,17575
1325,19088,17762
1925,19788,17862
2450,20412,17962
2700,20762,18062
3388,21600,18212
3188,21600,18412
3475,22038,18562
4550,23262,18712
5675,24488,18812
6550,25362,18812
6938,25800,18862
7375,26238,18862
