Net,P1Score,P2Score
450,13675,13225
450,13675,13225
450,13675,13225
450,13675,13225
400,13675,13275
875,14250,13375
825,14250,13425
862,14388,13525
1075,14800,13725
1425,15350,13925
1688,15762,14075
1525,15900,14375
2525,17000,14475
2600,17275,14675
3000,17825,14825
3350,18375,15025
3425,18650,15225
4062,19338,15275
4312,19888,15575
4988,20712,15725
4975,20850,15875
5562,21538,15975
5838,21812,15975
6250,22225,15975
6800,22775,15975
7625,23600,15975
8038,24012,15975
8450,24425,15975
9000,24975,15975
9550,25525,15975
9825,25800,15975
10238,26212,15975
10788,26762,15975
10925,26900,15975
