Net,P1Score,P2Score
25,11675,11650
25,11675,11650
25,11675,11650
25,11675,11650
25,11675,11650
25,11675,11650
25,11675,11650
25,11675,11650
125,11775,11650
125,11775,11650
-225,11775,12000
-275,12075,12350
-525,12175,12700
-662,12175,12838
-1262,12275,13538
-1475,12475,13950
-2212,12575,14788
-3438,12675,16112
-3588,12875,16462
-3875,13075,16950
-4225,13625,17850
-5275,13825,19100
-5688,13825,19512
-6938,13825,20762
-7012,14025,21038
-7425,14025,21450
-7950,14125,22075
-8225,14125,22350
-8712,14125,22838
-8850,14125,22975
-9200,14125,23325
