Net,P1Score,P2Score
-1488,13488,14975
-1488,13488,14975
-1488,13488,14975
-1662,13488,15150
-525,14800,15325
788,16112,15325
888,16212,15325
1088,16412,15325
1288,16612,15325
1338,16912,15575
1338,16912,15575
1338,16912,15575
1688,17262,15575
2225,18050,15825
2325,18400,16075
2188,18400,16212
2350,18838,16488
2788,19275,16488
2262,19275,17012
2700,19712,17012
2425,19712,17288
3600,21025,17425
4475,21900,17425
5212,22775,17562
5512,23212,17700
5675,23650,17975
6988,24962,17975
7425,25400,17975
7862,25838,17975
8600,26712,18112
9475,27588,18112
9912,28025,18112
10350,28462,18112
